Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Product,Quantity,Unit_Price,Sales,Discount,Profit,Region,Payment_Method
ORD-10430,2025-06-22,CUST-0096,Customer 96,Office Supplies,Notebook,4,38.66,154.64,0.0,65.0,East,Debit Card
ORD-10431,2025-10-06,CUST-0119,Customer 119,Office Supplies,Stapler,6,63.58,343.33,0.1,143.36,North,Cash
ORD-10432,2025-03-04,CUST-0022,Customer 22,Electronics,Keyboard,6,512.91,2615.84,0.15,484.64,West,Debit Card
ORD-10433,2025-02-25,CUST-0110,Customer 110,Office Supplies,Notebook,3,42.59,114.99,0.1,49.09,North,Debit Card
ORD-10434,2025-07-01,CUST-0038,Customer 38,Accessories,USB Cable,3,179.81,512.46,0.05,188.36,West,Bank Transfer
ORD-10435,2025-12-13,CUST-0035,Customer 35,Accessories,Webcam,7,14.94,99.35,0.05,38.36,West,Mobile Banking
ORD-10436,2025-10-31,CUST-0117,Customer 117,Electronics,Headphones,3,43.5,130.5,0.0,23.82,North,Cash
ORD-10437,2025-12-21,CUST-0003,Customer 3,Electronics,Headphones,5,1040.71,4683.2,0.1,901.85,North,Bank Transfer
ORD-10438,2025-03-15,CUST-0061,Customer 61,Office Supplies,Pen Set,3,47.57,128.44,0.1,53.17,East,Debit Card
ORD-10439,2025-07-10,CUST-0059,Customer 59,Electronics,Keyboard,5,1194.87,4779.48,0.2,910.56,North,Debit Card
ORD-10440,2025-01-14,CUST-0075,Customer 75,Office Supplies,Notebook,3,67.13,191.32,0.05,79.22,West,Mobile Banking
ORD-10441,2025-12-09,CUST-0041,Customer 41,Electronics,Keyboard,3,844.13,2279.15,0.1,459.8,East,Credit Card
ORD-10442,2025-07-12,CUST-0015,Customer 15,Office Supplies,Stapler,4,6.26,22.54,0.1,9.61,South,Debit Card
ORD-10443,2025-02-28,CUST-0043,Customer 43,Electronics,Laptop,7,1009.83,6008.49,0.15,1088.57,East,Cash
ORD-10444,2025-11-18,CUST-0037,Customer 37,Furniture,Sofa,1,215.6,183.26,0.15,53.6,West,Cash
ORD-10445,2025-01-08,CUST-0029,Customer 29,Electronics,Monitor,2,124.36,223.85,0.1,41.09,West,Mobile Banking
ORD-10446,2025-08-27,CUST-0056,Customer 56,Electronics,Keyboard,3,891.48,2674.44,0.0,497.23,East,Mobile Banking
ORD-10447,2025-08-27,CUST-0095,Customer 95,Electronics,Smartphone,7,752.32,4476.3,0.15,835.83,South,Cash
ORD-10448,2025-04-29,CUST-0012,Customer 12,Electronics,Keyboard,1,811.44,689.72,0.15,138.51,South,Mobile Banking
ORD-10449,2025-02-27,CUST-0034,Customer 34,Office Supplies,Stapler,3,39.12,117.36,0.0,51.28,West,Bank Transfer
ORD-10450,2025-05-06,CUST-0040,Customer 40,Furniture,Sofa,4,216.51,779.44,0.1,234.0,West,Bank Transfer
ORD-10451,2025-05-18,CUST-0039,Customer 39,Electronics,Monitor,4,442.5,1593.0,0.1,331.54,North,Debit Card
ORD-10452,2025-06-15,CUST-0088,Customer 88,Accessories,Mouse,7,54.67,382.69,0.0,139.73,East,Cash
ORD-10453,2025-07-11,CUST-0102,Customer 102,Office Supplies,File Folder,2,41.92,83.84,0.0,35.32,West,Cash
ORD-10454,2025-03-06,CUST-0119,Customer 119,Furniture,Office Chair,7,235.33,1400.21,0.15,431.67,West,Debit Card
ORD-10455,2025-03-30,CUST-0048,Customer 48,Furniture,Sofa,2,477.03,858.65,0.1,243.97,East,Bank Transfer
ORD-10456,2025-02-09,CUST-0020,Customer 20,Accessories,Backpack,2,41.57,78.98,0.05,29.04,East,Cash
ORD-10457,2025-11-23,CUST-0099,Customer 99,Furniture,Bookshelf,2,112.57,202.63,0.1,60.29,West,Bank Transfer
ORD-10458,2025-08-17,CUST-0006,Customer 6,Accessories,Backpack,3,134.63,383.7,0.05,139.63,South,Cash
ORD-10459,2025-11-29,CUST-0032,Customer 32,Accessories,Backpack,3,32.29,87.18,0.1,33.52,South,Mobile Banking
ORD-10460,2025-09-03,CUST-0098,Customer 98,Electronics,Keyboard,6,734.52,3966.41,0.1,766.46,South,Credit Card
ORD-10461,2025-09-13,CUST-0059,Customer 59,Office Supplies,Pen Set,4,45.87,155.96,0.15,64.9,South,Cash
ORD-10462,2025-10-14,CUST-0085,Customer 85,Office Supplies,Notebook,2,43.19,77.74,0.1,32.45,North,Debit Card
ORD-10463,2025-07-24,CUST-0081,Customer 81,Office Supplies,Stapler,6,23.43,126.52,0.1,54.91,West,Debit Card
ORD-10464,2025-04-19,CUST-0023,Customer 23,Electronics,Headphones,6,741.68,3782.57,0.15,705.17,North,Bank Transfer
ORD-10465,2025-07-08,CUST-0016,Customer 16,Furniture,Office Chair,7,356.47,2370.53,0.05,692.41,East,Bank Transfer
ORD-10466,2025-08-26,CUST-0094,Customer 94,Office Supplies,File Folder,2,16.14,32.28,0.0,14.01,East,Credit Card
ORD-10467,2025-05-23,CUST-0073,Customer 73,Furniture,Table Lamp,4,371.6,1412.08,0.05,435.62,West,Credit Card
ORD-10468,2025-07-01,CUST-0111,Customer 111,Accessories,Backpack,1,144.91,130.42,0.1,50.02,West,Cash
ORD-10469,2025-03-13,CUST-0027,Customer 27,Office Supplies,Notebook,6,56.56,305.42,0.1,132.55,East,Mobile Banking
ORD-10470,2025-08-09,CUST-0085,Customer 85,Furniture,Office Chair,5,589.49,2505.33,0.15,749.15,South,Bank Transfer
ORD-10471,2025-11-06,CUST-0072,Customer 72,Office Supplies,Pen Set,1,24.78,23.54,0.05,10.15,North,Mobile Banking
ORD-10472,2025-12-25,CUST-0028,Customer 28,Electronics,Headphones,3,743.47,2007.37,0.1,402.42,South,Bank Transfer
ORD-10473,2025-08-02,CUST-0090,Customer 90,Accessories,Phone Case,1,56.44,45.15,0.2,17.59,West,Credit Card
ORD-10474,2025-03-24,CUST-0058,Customer 58,Office Supplies,Stapler,4,29.18,116.72,0.0,49.81,North,Debit Card
ORD-10475,2025-07-27,CUST-0114,Customer 114,Electronics,Laptop,4,258.23,1032.92,0.0,209.48,West,Cash
ORD-10476,2025-01-25,CUST-0034,Customer 34,Electronics,Keyboard,3,314.82,897.24,0.05,170.6,South,Cash
ORD-10477,2025-07-30,CUST-0067,Customer 67,Office Supplies,Printer Paper,5,11.84,50.32,0.15,20.96,East,Cash
ORD-10478,2025-10-09,CUST-0047,Customer 47,Accessories,Phone Case,2,155.25,294.97,0.05,108.34,West,Credit Card
ORD-10479,2025-06-07,CUST-0003,Customer 3,Furniture,Desk,2,434.54,738.72,0.15,210.78,North,Bank Transfer
ORD-10480,2025-05-23,CUST-0110,Customer 110,Furniture,Sofa,4,521.7,1878.12,0.1,549.33,South,Bank Transfer
ORD-10481,2025-04-22,CUST-0108,Customer 108,Electronics,Headphones,7,42.83,269.83,0.1,55.81,East,Mobile Banking
ORD-10482,2025-12-11,CUST-0052,Customer 52,Furniture,Desk,1,85.43,85.43,0.0,24.48,South,Bank Transfer
ORD-10483,2025-02-25,CUST-0059,Customer 59,Electronics,Keyboard,5,712.47,3562.35,0.0,652.37,South,Credit Card
ORD-10484,2025-01-30,CUST-0011,Customer 11,Office Supplies,Pen Set,4,20.18,68.61,0.15,28.56,West,Bank Transfer
ORD-10485,2025-04-04,CUST-0073,Customer 73,Electronics,Monitor,7,1164.43,7743.46,0.05,1545.4,East,Cash
ORD-10486,2025-10-05,CUST-0040,Customer 40,Electronics,Laptop,5,746.42,3732.1,0.0,719.07,South,Debit Card
ORD-10487,2025-01-22,CUST-0038,Customer 38,Accessories,Backpack,3,68.34,194.77,0.05,71.25,North,Debit Card
ORD-10488,2025-03-19,CUST-0045,Customer 45,Electronics,Laptop,6,689.68,4138.08,0.0,851.67,East,Bank Transfer
ORD-10489,2025-09-02,CUST-0120,Customer 120,Furniture,Office Chair,3,41.23,111.32,0.1,34.25,East,Credit Card
ORD-10490,2025-01-20,CUST-0006,Customer 6,Office Supplies,File Folder,6,53.37,288.2,0.1,123.94,North,Bank Transfer
ORD-10491,2025-01-19,CUST-0063,Customer 63,Electronics,Monitor,3,76.75,207.22,0.1,39.49,West,Cash
ORD-10492,2025-02-13,CUST-0104,Customer 104,Office Supplies,Printer Paper,5,36.74,156.14,0.15,64.19,East,Cash
ORD-10493,2025-05-08,CUST-0014,Customer 14,Furniture,Desk,5,76.97,365.61,0.05,111.35,East,Cash
ORD-10494,2025-12-12,CUST-0028,Customer 28,Accessories,Phone Case,5,130.14,650.7,0.0,247.57,East,Mobile Banking
ORD-10495,2025-09-21,CUST-0071,Customer 71,Electronics,Keyboard,4,1101.79,3966.44,0.1,758.01,East,Debit Card
ORD-10496,2025-07-16,CUST-0117,Customer 117,Electronics,Smartphone,5,492.92,2341.37,0.05,428.92,East,Bank Transfer
ORD-10497,2025-04-18,CUST-0004,Customer 4,Electronics,Smartphone,5,1100.2,5501.0,0.0,1015.89,West,Debit Card
ORD-10498,2025-07-21,CUST-0084,Customer 84,Furniture,Sofa,6,247.89,1487.34,0.0,448.94,East,Mobile Banking
ORD-10499,2025-12-03,CUST-0041,Customer 41,Accessories,Phone Case,3,67.48,182.2,0.1,66.66,South,Credit Card
ORD-10500,2025-09-08,CUST-0106,Customer 106,Furniture,Bookshelf,3,698.41,2095.23,0.0,620.63,South,Credit Card
ORD-10501,2025-10-06,CUST-0074,Customer 74,Electronics,Laptop,3,1067.37,3042.0,0.05,593.47,East,Credit Card
